hostname,ip address,vrf,preferred,source interface
ph-vit-ar02,10.210.193.235,group-vrf,no,Loopback20
ph-vit-ar02,10.120.193.235,group-vrf,yes,Loopback20
ph-vit-ar02,10.120.193.236,group-vrf,no,Loopback20
ph-vit-ar02,10.210.193.236,group-vrf,no,Loopback20
