hostname,ip address,vrf,preferred,source interface
GH_FIBRESWITCH_1,10.120.193.235,group-vrf,yes,Vlan99
GH_FIBRESWITCH_1,10.180.193.235,group-vrf,no,Vlan99
GH_FIBRESWITCH_1,10.220.193.235,group-vrf,no,Vlan99
GH_FIBRESWITCH_1,10.210.193.235,group-vrf,no,Vlan99
