hostname,ip address,vrf,preferred,source interface
ph-mnl-vacc01,10.210.193.235,,no,Vlan314
ph-mnl-vacc01,10.120.193.235,,yes,Vlan314
ph-mnl-vacc01,10.120.193.236,,no,Vlan314
ph-mnl-vacc01,10.210.193.236,,no,Vlan314
