hostname,ip address,vrf,preferred,source interface
uk-stj-vacc01,10.1.28.100,,no,Vlan99
uk-stj-vacc01,10.100.9.109,,no,Vlan99
uk-stj-vacc01,10.1.6.175,,yes,Vlan99
