hostname,ip address,vrf,preferred,source interface
uk-stj-as02,10.210.193.235,,no,Vlan99
uk-stj-as02,10.120.193.235,,yes,Vlan99
uk-stj-as02,10.210.193.236,,no,Vlan99
uk-stj-as02,10.120.193.236,,no,Vlan99
