hostname,ip address,vrf,preferred,source interface
uk-bfa-as01-f03,10.120.163.19,,yes,Vlan99
uk-bfa-as01-f03,10.120.193.235,,yes,Vlan99
uk-bfa-as01-f03,10.120.163.20,,no,Vlan99
uk-bfa-as01-f03,10.120.193.236,,no,Vlan99
