hostname,ip address,vrf,preferred,source interface
uk-cwk-as03,10.120.193.235,,no,Vlan98
uk-cwk-as03,10.210.193.235,,no,Vlan98
uk-cwk-as03,10.120.193.236,,no,Vlan98
uk-cwk-as03,10.210.193.236,,no,Vlan98
