HOSTNAME,DESCR,NAME,PID,SN,VID
uk-mdc-vacc01,WS-C3750V2-24TS,1,WS-C3750V2-24TS-E,FDO1631Y16X,V08
uk-mdc-vacc01,WS-C3750V2-24TS,2,WS-C3750V2-24TS-E,FDO1631Y17C,V08
uk-mdc-vacc01,10/100/1000BaseTX SFP,GigabitEthernet2/0/1,Unspecified,MTC16030D1M,none
uk-mdc-vacc01,10/100/1000BaseTX SFP,GigabitEthernet1/0/1,Unspecified,MTC16030D6X,none
