HOSTNAME,DESCR,NAME,PID,SN,VID
uk-brs-er02,SFP+ Transceiver 10Gbase-SR Te5/3,Transceiver Te5/3,SFP-10G-SR,AVD1932ABPY,V03
uk-brs-er02,SFP+ Transceiver 10Gbase-SR Te5/2,Transceiver Te5/2,SFP-10G-SR,AVD1932ACE4,V03
uk-brs-er02,SFP+ Transceiver 10Gbase-SR Te5/5,Transceiver Te5/5,SFP-10G-SR,AVD1932AENN,V03
uk-brs-er02,SFP+ Transceiver 10Gbase-SR Te5/1,Transceiver Te5/1,SFP-10G-SR,AVD1932AEPU,V03
uk-brs-er02,AC power supply,PS 1 C6880-X-3KW-AC,C6880-X-3KW-AC,DTM193200Q7,V01
uk-brs-er02,AC power supply,PS 2 C6880-X-3KW-AC,C6880-X-3KW-AC,DTM1932011U,V01
uk-brs-er02,C6880-X Fan Tray 1,C6880-X-FAN 1,C6880-X-FAN,FOX1931XG9R,V01
uk-brs-er02,SFP+ Transceiver 10Gbase-SR Te5/9,Transceiver Te5/9,SFP-10G-SR,JUR1930GYM2,V03
uk-brs-er02,C6880-X-PFC Policy Feature Card 4 Rev. 1.2,C6880-X-PFC Policy Feature Card 4 EARL 1 sub-module of 5,C6880-X-PFC,SAL1930L1BS,none
uk-brs-er02,C6880-X-SUP 20 ports 6880-X 16P SFP+ Multi-Rate Rev. 1.2,5,C6880-X-SUP,SAL1932LYSB,none
uk-brs-er02,Cisco Systems,C6880-X,C6880-X,SAL1935N6YN,V01
