HOSTNAME,DESCR,NAME,PID,SN,VID
uk-ld6-er01,10GBASE-SR SFP+ Module for MMF,module mau 0/0/2/1,SFP-10G-SR,AVD211596U9,V03
uk-ld6-er01,10GBASE-SR SFP+ Module for MMF,module mau 0/0/2/0,SFP-10G-SR,AVD211597E6,V03
uk-ld6-er01,10GBASE-SR SFP+ Module for MMF,module mau 0/0/2/3,SFP-10G-SR,AVD21159HU8,V03
uk-ld6-er01,10GBASE-LR SFP+ Module for SMF,module mau 0/0/2/2,SFP-10G-LR,FNS21310852,V02
uk-ld6-er01,Multirate 10GBASE-SR,module mau 0/0/0/0,XFP-10G-MM-SR,FNS213314EV,V03
uk-ld6-er01,ASR 9001,module 0/RSP0/CPU0,ASR9001-RP,FOC2124NKSW,V01
uk-ld6-er01,ASR 9001,module 0/0/CPU0,ASR9001-LC,FOC2124NL2X,V01
uk-ld6-er01,ASR 9000 4-port 10GE Modular Port Adapter,module 0/0/0,A9K-MPA-4X10GE,FOC2125NHAU,V06
uk-ld6-er01,ASR 9000 Virtual Module,module 0/0/2,A9K-MODULEv,N/A,N/A
