HOSTNAME,DESCR,NAME,PID,SN,VID
uk-brs-who-asa,ASA/IPS 180W AC Power Supply,power supply,ASA-180W-PWR-AC,DTN153182WG,V03
uk-brs-who-asa,ASA 5520 Adaptive Security Appliance,Chassis,ASA5520,JMX1541X1MJ,V08
