HOSTNAME,DESCR,NAME,PID,SN,VID
uk-cwk-ar01,GE T,subslot 0/0 transceiver 2,GLC-TE,AVC212925E9,G3.1
uk-cwk-ar01,GE SX,subslot 0/0 transceiver 3,FTLF8519P2BCL-C4,FNS14161QCT,A
uk-cwk-ar01,Cisco ASR1001-X Chassis,Chassis,ASR1001-X,FXS2145Q17Z,V03
uk-cwk-ar01,Cisco ASR1001-X Route Processor,module R0,ASR1001-X,JAE21470C5F,V03
uk-cwk-ar01,Cisco ASR1001-X AC Power Supply,Power Supply Module 0,ASR1001-X-PWR-AC,LIT213127Y9,V01
uk-cwk-ar01,Cisco ASR1001-X AC Power Supply,Power Supply Module 1,ASR1001-X-PWR-AC,LIT21312DAU,V01
uk-cwk-ar01,GE SX,subslot 0/0 transceiver 4,TRF2715BALB402,OPL15233135,A1B
uk-cwk-ar01,Cisco ASR1001-X Fan Tray,Fan Tray,ASR1001-X-FANTRAY,none,none
uk-cwk-ar01,Built-in GE SPA with 2 port 10G and 6 port 1G Interfaces,SPA subslot 0/0,BUILT-IN-2T+6X1GE,none,none
uk-cwk-ar01,Cisco ASR1001-X SPA Interface Processor,module 0,ASR1001-X,none,none
uk-cwk-ar01,Cisco ASR1001-X Embedded Services Processor,module F0,ASR1001-X,none,none
