HOSTNAME,DESCR,NAME,PID,SN,VID
bg-dat-fw01,ASA/IPS 180W AC Power Supply,power supply,ASA-180W-PWR-AC,DTN16238168,V03
bg-dat-fw01,ASA 5520 Adaptive Security Appliance,Chassis,ASA5520,JMX1644X0A6,V08
