HOSTNAME,DESCR,NAME,PID,SN,VID
pl-krk-ar01,GE LX,subslot 0/0 transceiver 4,GLC-LH-SMD,ACW21300LS7,1.0
pl-krk-ar01,GE SX,subslot 0/0 transceiver 2,GLC-SX-MMD,ACW21310CCU,1.0
pl-krk-ar01,GE SX,subslot 0/0 transceiver 3,GLC-SX-MMD,ACW21310ECU,1.0
pl-krk-ar01,Cisco ASR1001-X Chassis,Chassis,ASR1001-X,FXS2137Q1ZM,V03
pl-krk-ar01,Cisco ASR1001-X Route Processor,module R0,ASR1001-X,JAE214304DW,V03
pl-krk-ar01,Cisco ASR1001-X AC Power Supply,Power Supply Module 0,ASR1001-X-PWR-AC,LIT21302ECP,V01
pl-krk-ar01,Cisco ASR1001-X AC Power Supply,Power Supply Module 1,ASR1001-X-PWR-AC,LIT21312D63,V01
pl-krk-ar01,Cisco ASR1001-X Fan Tray,Fan Tray,ASR1001-X-FANTRAY,none,none
pl-krk-ar01,Built-in GE SPA with 2 port 10G and 6 port 1G Interfaces,SPA subslot 0/0,BUILT-IN-2T+6X1GE,none,none
pl-krk-ar01,Cisco ASR1001-X SPA Interface Processor,module 0,ASR1001-X,none,none
pl-krk-ar01,Cisco ASR1001-X Embedded Services Processor,module F0,ASR1001-X,none,none
