HOSTNAME,DESCR,NAME,PID,SN,VID
ph-vit-cs01,Switch 1 - Power Supply A,Switch 1 - Power Supply A,PWR-C2-250WAC,DCB1913D244,V01
ph-vit-cs01,WS-C3650-24TS,Switch 1,WS-C3650-24TS,FDO1917E1B9,V01
ph-vit-cs01,c3xxx Stack,c3xxx Stack,WS-C3650-24TS,FDO1917E1B9,V01
ph-vit-cs01,1000BaseSX SFP,GigabitEthernet1/1/2,GLC-SX-MMD,FNS1914007R,V01
ph-vit-cs01,1000BaseSX SFP,GigabitEthernet1/1/1,GLC-SX-MMD,FNS19140BAX,V01
