hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-sc1-es01,solarwinds-new,Standard,10,permit,,10.112.12.126,,,
uk-sc1-es01,solarwinds-new,Standard,20,permit,,10.112.12.125,,,
uk-sc1-es01,solarwinds-new,Standard,30,permit,,10.120.163.143,,,
uk-sc1-es01,solarwinds-new,Standard,40,permit,,10.120.163.142,,,
uk-sc1-es01,solarwinds-new,Standard,50,permit,,10.120.163.123,,,
uk-sc1-es01,solarwinds-new,Standard,60,permit,,10.120.163.122,,,
uk-sc1-es01,solarwinds-new,Standard,70,permit,,10.112.12.144,,,
uk-sc1-es01,solarwinds-new,Standard,80,permit,,10.112.12.142,,,
uk-sc1-es01,solarwinds-new,Standard,90,permit,,10.112.12.143,,,
uk-sc1-es01,solarwinds-new,Standard,100,deny,,any log,,,
uk-sc1-es01,edge-protect-acl-scc,Extended,10,permit,eigrp,any,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,20,permit,ip,host 212.142.66.129,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,30,permit,ip,host 213.120.94.19,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,40,permit,ip,host 213.120.94.24,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,50,permit,ip,host 81.149.239.118,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,60,permit,ip,host 195.244.198.114,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,70,permit,ip,host 195.244.210.64,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,80,permit,ip,host 194.73.173.134,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,90,permit,ip,host 194.73.173.139,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,91,permit,ip,host 109.234.202.159,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,92,permit,ip,host 52.56.142.152,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,100,deny,tcp,any,8.128.0 0.0.7.255,www
uk-sc1-es01,edge-protect-acl-scc,Extended,110,permit,ip,host 141.138.128.104,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,120,permit,ip,host 92.247.8.98,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,130,permit,ip,82.33.247.80 0.0.0.15,host 141.138.130.45,
uk-sc1-es01,edge-protect-acl-scc,Extended,140,permit,ip,82.33.247.80 0.0.0.15,host 141.138.130.46,
uk-sc1-es01,edge-protect-acl-scc,Extended,150,permit,ip,host 141.138.128.81,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,160,permit,ip,host 141.138.128.82,any,
uk-sc1-es01,edge-protect-acl-scc,Extended,165,permit,ip,any,host 141.138.130.145,
uk-sc1-es01,edge-protect-acl-scc,Extended,170,permit,tcp,any,8.130.0 0.0.0.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,180,permit,tcp,any,host 141.138.130.3,smtp
uk-sc1-es01,edge-protect-acl-scc,Extended,190,permit,tcp,any,8.130.0 0.0.0.255,domain
uk-sc1-es01,edge-protect-acl-scc,Extended,200,permit,tcp,any,8.130.0 0.0.0.255,www
uk-sc1-es01,edge-protect-acl-scc,Extended,210,permit,tcp,any,8.130.0 0.0.0.255,389
uk-sc1-es01,edge-protect-acl-scc,Extended,220,permit,tcp,any,8.130.0 0.0.0.255,443
uk-sc1-es01,edge-protect-acl-scc,Extended,230,permit,tcp,any,8.130.0 0.0.0.255,444
uk-sc1-es01,edge-protect-acl-scc,Extended,240,permit,tcp,any,host 141.138.130.3,465
uk-sc1-es01,edge-protect-acl-scc,Extended,250,permit,tcp,any,8.130.0 0.0.0.255,500
uk-sc1-es01,edge-protect-acl-scc,Extended,255,permit,tcp,any,8.130.0 0.0.0.255,8531
uk-sc1-es01,edge-protect-acl-scc,Extended,260,permit,tcp,any,8.130.0 0.0.0.255,636
uk-sc1-es01,edge-protect-acl-scc,Extended,270,permit,tcp,any,8.130.0 0.0.0.255,843
uk-sc1-es01,edge-protect-acl-scc,Extended,280,permit,tcp,any,8.130.0 0.0.0.255,2156
uk-sc1-es01,edge-protect-acl-scc,Extended,290,permit,tcp,any,8.130.0 0.0.0.255,3268
uk-sc1-es01,edge-protect-acl-scc,Extended,300,permit,tcp,any,8.130.0 0.0.0.255,3269
uk-sc1-es01,edge-protect-acl-scc,Extended,310,permit,tcp,any,8.130.0 0.0.0.255,5118
uk-sc1-es01,edge-protect-acl-scc,Extended,320,permit,tcp,any,8.130.0 0.0.0.255,5119
uk-sc1-es01,edge-protect-acl-scc,Extended,330,permit,tcp,any,8.130.0 0.0.0.255,8014
uk-sc1-es01,edge-protect-acl-scc,Extended,340,permit,tcp,any,8.130.0 0.0.0.255,9389
uk-sc1-es01,edge-protect-acl-scc,Extended,350,permit,tcp,any,8.130.0 0.0.0.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,360,permit,tcp,any,8.130.0 0.0.0.255,61321
uk-sc1-es01,edge-protect-acl-scc,Extended,370,permit,tcp,any,8.130.0 0.0.0.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,380,permit,udp,any,8.130.0 0.0.0.255,isakmp
uk-sc1-es01,edge-protect-acl-scc,Extended,390,permit,udp,any,8.130.0 0.0.0.255,non500-isakmp
uk-sc1-es01,edge-protect-acl-scc,Extended,400,permit,udp,any,8.130.0 0.0.0.255,4569
uk-sc1-es01,edge-protect-acl-scc,Extended,410,permit,udp,any,8.130.0 0.0.0.255,5119
uk-sc1-es01,edge-protect-acl-scc,Extended,415,permit,tcp,any,host 141.138.130.39,
uk-sc1-es01,edge-protect-acl-scc,Extended,420,permit,udp,any,8.130.0 0.0.0.255,domain
uk-sc1-es01,edge-protect-acl-scc,Extended,430,permit,udp,any,8.130.0 0.0.0.255,4569
uk-sc1-es01,edge-protect-acl-scc,Extended,440,permit,udp,any,8.130.0 0.0.0.255,5119
uk-sc1-es01,edge-protect-acl-scc,Extended,450,permit,udp,any,8.130.0 0.0.0.255,25826
uk-sc1-es01,edge-protect-acl-scc,Extended,460,permit,icmp,any,8.128.0 0.0.7.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,470,permit,icmp,any,8.128.0 0.0.7.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,480,permit,icmp,any,8.128.0 0.0.7.255,
uk-sc1-es01,edge-protect-acl-scc,Extended,490,permit,icmp,any,8.128.0 0.0.7.255,
