Cheltenham Unit 6 Grandstand,Y,RACECOURSE,TT,10.92.26.110,10.92.27.110,DYNAMIC,DYNAMIC,wh-r_rc-cheltenham_ur06,10.96.129.110,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-cheltenham_06,10.96.16.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.16.64/27,10.160.250.96/27,10.161.250.96/27,10.162.250.96/27,10.163.250.96/27,10.164.250.96/27,10.165.250.96/27,10.166.250.96/27,10.167.250.96/27,,,
Cheltenham Unit 7 The Venue,Y,RACECOURSE,TT,10.92.26.194,10.92.27.194,DYNAMIC,DYNAMIC,wh-r_rc-cheltenham_ur07,10.96.129.194,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-cheltenham_07,10.96.29.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.29.64/27,10.160.227.224/27,10.161.227.224/27,10.162.227.224/27,10.163.227.224/27,10.164.227.224/27,10.165.227.224/27,10.166.227.224/27,10.167.227.224/27,,,
Cheltenham Unit 8 Best Mate,Y,RACECOURSE,TT,10.92.26.155,10.92.27.155,USES UNIT 2's ROUTER,,wh-r_rc-cheltenham_ur08,10.96.129.155,192.168.255.4,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-cheltenham_us08,10.96.24.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.24.96/27,10.160.230.96/27,10.161.230.96/27,10.162.230.96/27,10.163.230.96/27,10.164.230.96/27,10.165.230.96/27,10.166.230.96/27,10.167.230.96/27,,,
Cheltenham Unit 9 Guinness,Y,RACECOURSE,TT,10.92.26.156,10.92.27.156,,,wh-r_rc-cheltenham_ur09,10.96.129.156,192.168.255.5,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-cheltenham_us09,10.96.24.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.24.128/27,10.160.230.128/27,10.161.230.128/27,10.162.230.128/27,10.163.230.128/27,10.164.230.128/27,10.165.230.128/27,10.166.230.128/27,10.167.230.128/27,,,
Chepstow,Y,RACECOURSE,AR,10.92.26.150,10.92.27.150,10.103.219.5/24,5.2.126.245,wh-r_rc-chepstow_01,10.96.129.150,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-chepstow_01,10.96.23.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.23.224/27,10.160.225.128/27,10.161.225.128/27,10.162.225.128/27,10.163.225.128/27,10.164.225.128/27,10.165.225.128/27,10.166.225.128/27,10.167.225.128/27,,,
Doncaster Unit 1 Main Shop,Y,RACECOURSE,AR,10.92.26.151,10.92.27.151,10.104.219.5/24,157.231.129.18,wh-r_rc-doncaster_01,10.96.129.151,N/A,Cisco 4321 ISR,"16.5.1b, RELEASE SOFTWARE (fc1)",wh-s_rc-doncaster_01,10.96.24.2,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.24.0/27,10.160.225.160/27,10.161.225.160/27,10.162.225.160/27,10.163.225.160/27,10.164.225.160/27,10.165.225.160/27,10.166.225.160/27,10.167.225.160/27,,,
Doncaster Unit 2 Bar,Y,RACECOURSE,AR,10.92.26.152,10.92.27.152,10.104.220.5/24,157.231.129.19,wh-r_rc-doncaster_02,10.96.129.152,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-doncaster_02,10.96.24.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.24.32/27,10.160.225.192/27,10.161.225.192/27,10.162.225.192/27,10.163.225.192/27,10.164.225.192/27,10.165.225.192/27,10.166.225.192/27,10.167.225.192/27,,,
Epsom Downs Unit 1 Grandstand,Y,RACECOURSE,TT,10.92.26.140,10.92.27.140,DYNAMIC,DYNAMIC,wh-r_rc-epsom_01,10.96.129.140,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-epsom_01,10.96.16.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.16.96/27,10.160.250.128/27,10.161.250.128/27,10.162.250.128/27,10.163.250.128/27,10.164.250.128/27,10.165.250.128/27,10.166.250.128/27,10.167.250.128/27,,,
Epsom Downs Unit 2 Qe Stand,Y,RACECOURSE,TT,10.92.26.141,10.92.27.141,DYNAMIC,DYNAMIC,wh-r_rc-epsom_02,10.96.129.141,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-epsom_02,10.96.16.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.16.128/27,10.160.250.160/27,10.161.250.160/27,10.162.250.160/27,10.163.250.160/27,10.164.250.160/27,10.165.250.160/27,10.166.250.160/27,10.167.250.160/27,,,
Exeter,Y,RACECOURSE,TT,10.92.26.28,10.92.27.28,DYNAMIC,DYNAMIC,wh-r_rc-exeter_01,10.96.129.28,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-exeter_01,10.96.16.162,WS-C2960X-24PS-L,"15.2(3r)E1, RELEASE SOFTWARE (fc1)",10.96.16.160/27,10.160.250.192/27,10.161.250.192/27,10.162.250.192/27,10.163.250.192/27,10.164.250.192/27,10.165.250.192/27,10.166.250.192/27,10.167.250.192/27,,,
Ffos Las,Y,RACECOURSE,AR,10.92.26.157,10.92.27.157,10.105.219.5/24,92.207.244.89,wh-r_rc-ffoslas_01,10.96.129.157,N/A,Cisco 4321 ISR,"15.5(3)S6, RELEASE SOFTWARE (fc3)",wh-s_rc-ffoslas_01,10.96.24.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.24.192/27,10.160.225.224/27,10.161.225.224/27,10.162.225.224/27,10.163.225.224/27,10.164.225.224/27,10.165.225.224/27,10.166.225.224/27,10.167.225.224/27,,,
Fontwell Park Unit 1 Parade Ring,Y,RACECOURSE,AR,10.92.26.158,10.92.27.158,10.106.219.5/24,92.207.244.5,wh-r_rc-fontwell_01,10.96.129.158,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-fontwell_01,10.96.24.226,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.24.224/27,10.160.226.0/27,10.161.226.0/27,10.162.226.0/27,10.163.226.0/27,10.164.226.0/27,10.165.226.0/27,10.166.226.0/27,10.167.226.0/27,,,
Fontwell Park Unit 2 Premier,Y,RACECOURSE,AR,10.92.26.159,10.92.27.159,10.106.220.5/24,92.207.244.11,wh-r_rc-fontwell_02,10.96.129.159,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-fontwell_02,10.96.25.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.25.0/27,10.160.226.32/27,10.161.226.32/27,10.162.226.32/27,10.163.226.32/27,10.164.226.32/27,10.165.226.32/27,10.166.226.32/27,10.167.226.32/27,,,
Goodwood Unit 1 Lennox,Y,RACECOURSE,Local,10.92.26.52,10.92.27.52,DYNAMIC,DYNAMIC,wh-r_rc-goodwood_01,10.96.129.52,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-goodwood_01,10.96.8.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.8.64/27,10.160.243.192/27,10.161.243.192/27,10.162.243.192/27,10.163.243.192/27,10.164.243.192/27,10.165.243.192/27,10.166.243.192/27,10.167.243.192/27,,,
Goodwood Unit 2,Y,RACECOURSE,Local,10.92.26.53,10.92.27.53,DYNAMIC,DYNAMIC,wh-r_rc-goodwood_02,10.96.129.53,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-goodwood_02,10.96.8.98,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.8.96/27,10.160.243.224/27,10.161.243.224/27,10.162.243.224/27,10.163.243.224/27,10.164.243.224/27,10.165.243.224/27,10.166.243.224/27,10.167.243.224/27,,,
Goodwood Unit 3 Gordons ,Y,RACECOURSE,Local,10.92.26.54,10.92.27.54,DYNAMIC,DYNAMIC,wh-r_rc-goodwood_03,10.96.129.54,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-goodwood_03,10.96.8.130,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.8.128/27,10.160.244.0/27,10.161.244.0/27,10.162.244.0/27,10.163.244.0/27,10.164.244.0/27,10.165.244.0/27,10.166.244.0/27,10.167.244.0/27,,,
Hamilton Park,Y,RACECOURSE,TT,10.92.26.30,10.92.27.30,DYNAMIC,DYNAMIC,wh-r_rc-hamilton_01,10.96.129.30,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-hamilton_01,10.96.16.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.16.192/27,10.160.250.224/27,10.161.250.224/27,10.162.250.224/27,10.163.250.224/27,10.164.250.224/27,10.165.250.224/27,10.166.250.224/27,10.167.250.224/27,,,
Haydock Unit 1 Main Betting Shop,Y,RACECOURSE,TT,10.92.26.55,10.92.27.55,DYNAMIC,DYNAMIC,wh-r_rc-haydock_01,10.96.129.55,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-haydock_01,10.96.16.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.16.224/27,10.160.251.0/27,10.161.251.0/27,10.162.251.0/27,10.163.251.0/27,10.164.251.0/27,10.165.251.0/27,10.166.251.0/27,10.167.251.0/27,,,
Haydock Unit 2 Sports Bar,Y,RACECOURSE,TT,10.92.26.56,10.92.27.56,DYNAMIC,DYNAMIC,wh-r_rc-haydock_02,10.96.129.56,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-haydock_02,10.96.17.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.0/27,10.160.251.32/27,10.161.251.32/27,10.162.251.32/27,10.163.251.32/27,10.164.251.32/27,10.165.251.32/27,10.166.251.32/27,10.167.251.32/27,,,
Haydock Unit 3 Be Friendly,Y,RACECOURSE,TT,10.92.26.57,10.92.27.57,DYNAMIC,DYNAMIC,wh-r_rc-haydock_03,10.96.129.57,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-haydock_03,10.96.17.34,WS-C2960X-24PS-L,"15.2(2)E5, RELEASE SOFTWARE (fc2)",10.96.17.32/27,10.160.251.64/27,10.161.251.64/27,10.162.251.64/27,10.163.251.64/27,10.164.251.64/27,10.165.251.64/27,10.166.251.64/27,10.167.251.64/27,,,
Hereford,Y,RACECOURSE,AR,10.92.26.160,10.92.27.160,10.108.219.5/24,92.207.244.27,wh-r_rc-hereford_01,10.96.129.160,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-hereford_01,10.96.25.34,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.25.32/27,10.160.226.64/27,10.161.226.64/27,10.162.226.64/27,10.163.226.64/27,10.164.226.64/27,10.165.226.64/27,10.166.226.64/27,10.167.226.64/27,,,
Hexham,Y,RACECOURSE,AR,10.92.26.153,10.92.27.153,10.132.219.5/24,217.33.49.123,wh-r_rc-hexham_01,10.96.129.153,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-hexham_01,10.96.24.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.24.160/27,10.160.230.160/27,10.161.230.160/27,10.162.230.160/27,10.163.230.160/27,10.164.230.160/27,10.165.230.160/27,10.166.230.160/27,10.167.230.160/27,,,
Huntingdon,Y,RACECOURSE,TT,10.92.26.59,10.92.27.59,DYNAMIC,DYNAMIC,wh-r_rc-huntingdon_01,10.96.129.59,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-huntingdon_01,10.96.17.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.64/27,10.160.251.96/27,10.161.251.96/27,10.162.251.96/27,10.163.251.96/27,10.164.251.96/27,10.165.251.96/27,10.166.251.96/27,10.167.251.96/27,,,
Kelso,Y,RACECOURSE,TT,10.92.26.60,10.92.27.60,DYNAMIC,DYNAMIC,wh-r_rc-kelso_01,10.96.129.60,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-kelso_01,10.96.17.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.96/27,10.160.251.128/27,10.161.251.128/27,10.162.251.128/27,10.163.251.128/27,10.164.251.128/27,10.165.251.128/27,10.166.251.128/27,10.167.251.128/27,,,
Kempton Park Unit 1 Grandstand,Y,RACECOURSE,TT,10.92.26.67,10.92.27.67,DYNAMIC,DYNAMIC,wh-r_rc-kempton_01,10.96.129.67,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-kempton_01,10.96.17.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.128/27,10.160.251.160/27,10.161.251.160/27,10.162.251.160/27,10.163.251.160/27,10.164.251.160/27,10.165.251.160/27,10.166.251.160/27,10.167.251.160/27,,,
Kempton Park Unit 2 Annex,Y,RACECOURSE,TT,10.92.26.68,10.92.27.68,DYNAMIC,DYNAMIC,wh-r_rc-kempton_02,10.96.129.68,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-kempton_02,10.96.17.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.160/27,10.160.251.192/27,10.161.251.192/27,10.162.251.192/27,10.163.251.192/27,10.164.251.192/27,10.165.251.192/27,10.166.251.192/27,10.167.251.192/27,,,
Kempton Park Unit 3,Y,RACECOURSE,TT,10.92.26.69,10.92.27.69,DYNAMIC,DYNAMIC,wh-r_rc-kempton_03,10.96.129.69,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-kempton_03,10.96.17.194,WS-C2960X-24PS-L,"15.0(2)EX3, RELEASE SOFTWARE (fc1)",10.96.17.192/27,10.160.251.224/27,10.161.251.224/27,10.162.251.224/27,10.163.251.224/27,10.164.251.224/27,10.165.251.224/27,10.166.251.224/27,10.167.251.224/27,,,
Leicester,Y,RACECOURSE,TT,10.92.26.100,10.92.27.100,DYNAMIC,DYNAMIC,wh-r_rc-leicester_01,10.96.129.100,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-leicester_01,10.96.17.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.17.224/27,10.160.252.0/27,10.161.252.0/27,10.162.252.0/27,10.163.252.0/27,10.164.252.0/27,10.165.252.0/27,10.166.252.0/27,10.167.252.0/27,,,
Lingfield,Y,RACECOURSE,AR,10.92.26.161,10.92.27.161,10.109.219.5/24,51.52.17.93,wh-r_rc-lingfield_01,10.96.129.161,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-lingfield_01,10.96.25.66,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.25.64/27,10.160.226.96/27,10.161.226.96/27,10.162.226.96/27,10.163.226.96/27,10.164.226.96/27,10.165.226.96/27,10.166.226.96/27,10.167.226.96/27,,,
Market Rasen,Y,RACECOURSE,TT,10.92.26.101,10.92.27.101,DYNAMIC,DYNAMIC,wh-r_rc-market_01,10.96.129.101,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-market_01,10.96.18.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.0/27,10.160.252.32/27,10.161.252.32/27,10.162.252.32/27,10.163.252.32/27,10.164.252.32/27,10.165.252.32/27,10.166.252.32/27,10.167.252.32/27,,,
Musselburgh,Y,RACECOURSE,TT,10.92.26.102,10.92.27.102,DYNAMIC,DYNAMIC,wh-r_rc-musselburgh_01,10.96.129.102,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-musselburgh_01,10.96.18.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.32/27,10.160.252.64/27,10.161.252.64/27,10.162.252.64/27,10.163.252.64/27,10.164.252.64/27,10.165.252.64/27,10.166.252.64/27,10.167.252.64/27,,,
Newbury Unit 1 Berkshire,Y,RACECOURSE,TT,10.92.26.103,10.92.27.103,DYNAMIC,DYNAMIC,wh-r_rc-newbury_01,10.96.129.103,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newbury_01,10.96.18.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.64/27,10.160.252.96/27,10.161.252.96/27,10.162.252.96/27,10.163.252.96/27,10.164.252.96/27,10.165.252.96/27,10.166.252.96/27,10.167.252.96/27,,,
Newbury Unit 2 Grandstand,Y,RACECOURSE,TT,10.92.26.104,10.92.27.104,DYNAMIC,DYNAMIC,wh-r_rc-newbury_02,10.96.129.104,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newbury_02,10.96.18.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.96/27,10.160.252.128/27,10.161.252.128/27,10.162.252.128/27,10.163.252.128/27,10.164.252.128/27,10.165.252.128/27,10.166.252.128/27,10.167.252.128/27,,,
Newcastle Unit 1 Grandstand,Y,RACECOURSE,AR,10.92.26.163,10.92.27.163,10.111.219.5/24,92.207.244.105,wh-r_rc-newcastle_01,10.96.129.163,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newcastle_01,10.96.25.130,WS-C2960X-24PS-L,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",10.96.25.128/27,10.160.226.128/27,10.161.226.128/27,10.162.226.128/27,10.163.226.128/27,10.164.226.128/27,10.165.226.128/27,10.166.226.128/27,10.167.226.128/27,,,
Newcastle Unit 2 Members,Y,RACECOURSE,AR,10.92.26.164,10.92.27.164,10.111.220.5/24,92.207.244.106,wh-r_rc-newcastle_02,10.96.129.164,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newcastle_02,10.96.25.162,WS-C2960X-24PS-L,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",10.96.25.160/27,10.160.226.160/27,10.161.226.160/27,10.162.226.160/27,10.163.226.160/27,10.164.226.160/27,10.165.226.160/27,10.166.226.160/27,10.167.226.160/27,,,
Newmarket Unit 1 Rowley King Charles Statue,Y,RACECOURSE,TT,10.92.26.111,10.92.27.111,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_01,10.96.129.111,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_01,10.96.18.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.128/27,10.160.252.160/27,10.161.252.160/27,10.162.252.160/27,10.163.252.160/27,10.164.252.160/27,10.165.252.160/27,10.166.252.160/27,10.167.252.160/27,,,
Newmarket Unit 2 Rowley Grandstand,Y,RACECOURSE,TT,10.92.26.112,10.92.27.112,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_02,10.96.129.112,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_02,10.96.18.162,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.18.160/27,10.160.252.192/27,10.161.252.192/27,10.162.252.192/27,10.163.252.192/27,10.164.252.192/27,10.165.252.192/27,10.166.252.192/27,10.167.252.192/27,,,
Newmarket Unit 3 Rowley Grandstand,Y,RACECOURSE,TT,10.92.26.113,10.92.27.113,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_03,10.96.129.113,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_03,10.96.18.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.18.192/27,10.160.252.224/27,10.161.252.224/27,10.162.252.224/27,10.163.252.224/27,10.164.252.224/27,10.165.252.224/27,10.166.252.224/27,10.167.252.224/27,,,
Newmarket Unit 4 July Sharpo Bar,Y,RACECOURSE,TT,10.92.26.114,10.92.27.114,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_04,10.96.129.114,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_04,10.96.18.226,WS-C2960X-24PS-L,"15.0(2)EX5, RELEASE SOFTWARE (fc1)",10.96.18.224/27,10.160.253.0/27,10.161.253.0/27,10.162.253.0/27,10.163.253.0/27,10.164.253.0/27,10.165.253.0/27,10.166.253.0/27,10.167.253.0/27,,,
Newmarket Unit 5 July Paddock,Y,RACECOURSE,TT,10.92.26.115,10.92.27.115,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_05,10.96.129.115,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_05,10.96.19.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.0/27,10.160.253.32/27,10.161.253.32/27,10.162.253.32/27,10.163.253.32/27,10.164.253.32/27,10.165.253.32/27,10.166.253.32/27,10.167.253.32/27,,,
Newmarket Unit 6 July Marwell Bar,Y,RACECOURSE,TT,10.92.26.116,10.92.27.116,DYNAMIC,DYNAMIC,wh-r_rc-newmarket_06,10.96.129.116,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newmarket_06,10.96.19.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.32/27,10.160.253.64/27,10.161.253.64/27,10.162.253.64/27,10.163.253.64/27,10.164.253.64/27,10.165.253.64/27,10.166.253.64/27,10.167.253.64/27,,,
Newton Abbot Unit 1 Bar,Y,RACECOURSE,TT,10.92.26.117,10.92.27.117,DYNAMIC,DYNAMIC,wh-r_rc-newton_01,10.96.129.117,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newton_01,10.96.19.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.64/27,10.160.253.96/27,10.161.253.96/27,10.162.253.96/27,10.163.253.96/27,10.164.253.96/27,10.165.253.96/27,10.166.253.96/27,10.167.253.96/27,,,
Newton Abbot Unit 2,Y,RACECOURSE,TT,10.92.26.118,10.92.27.118,DYNAMIC,DYNAMIC,wh-r_rc-newton_02,10.96.129.118,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-newton_02,10.96.19.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.96/27,10.160.253.128/27,10.161.253.128/27,10.162.253.128/27,10.163.253.128/27,10.164.253.128/27,10.165.253.128/27,10.166.253.128/27,10.167.253.128/27,,,
Nottingham,Y,RACECOURSE,TT,10.92.26.119,10.92.27.119,DYNAMIC,DYNAMIC,wh-r_rc-nottingham_01,10.96.129.119,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-nottingham_01,10.96.19.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.128/27,10.160.253.160/27,10.161.253.160/27,10.162.253.160/27,10.163.253.160/27,10.164.253.160/27,10.165.253.160/27,10.166.253.160/27,10.167.253.160/27,,,
Perth,Y,RACECOURSE,TT,10.92.26.120,10.92.27.120,DYNAMIC,DYNAMIC,wh-r_rc-perth_01,10.96.129.120,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-perth_01,10.96.19.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.160/27,10.160.253.192/27,10.161.253.192/27,10.162.253.192/27,10.163.253.192/27,10.164.253.192/27,10.165.253.192/27,10.166.253.192/27,10.167.253.192/27,,,
Plumpton,Y,RACECOURSE,TT,10.92.26.121,10.92.27.121,DYNAMIC,DYNAMIC,wh-r_rc-plumpton_01,10.96.129.121,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-plumpton_01,10.96.19.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.19.192/27,10.160.253.224/27,10.161.253.224/27,10.162.253.224/27,10.163.253.224/27,10.164.253.224/27,10.165.253.224/27,10.166.253.224/27,10.167.253.224/27,,,
Plumpton 2,Y,RACECOURSE,TT,10.92.26.146,10.92.27.146,DYNAMIC,DYNAMIC,wh-r_rc-plumpton_02,10.96.129.146,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-plumpton_02,10.96.23.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.23.0/27,10.160.225.0/27,10.161.225.0/27,10.162.225.0/27,10.163.225.0/27,10.164.225.0/27,10.165.225.0/27,10.166.225.0/27,10.167.225.0/27,,,
Pontefract Unit 1,Y,RACECOURSE,TT,10.92.26.122,10.92.27.122,DYNAMIC,DYNAMIC,wh-r_rc-pontefract_01,10.96.129.122,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-pontefract_01,10.96.19.226,WS-C2960X-24PS-L,"15.2(2)E7, RELEASE SOFTWARE (fc3)",10.96.19.224/27,10.160.254.0/27,10.161.254.0/27,10.162.254.0/27,10.163.254.0/27,10.164.254.0/27,10.165.254.0/27,10.166.254.0/27,10.167.254.0/27,,,
Pontefract Unit 2,Y,RACECOURSE,TT,10.92.26.123,10.92.27.123,DYNAMIC,DYNAMIC,wh-r_rc-pontefract_02,10.96.129.123,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-pontefract_02,10.96.20.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.20.0/27,10.160.254.32/27,10.161.254.32/27,10.162.254.32/27,10.163.254.32/27,10.164.254.32/27,10.165.254.32/27,10.166.254.32/27,10.167.254.32/27,,,
