Redcar,Y,RACECOURSE,TT,10.92.26.124,10.92.27.124,DYNAMIC,DYNAMIC,wh-r_rc-redcar_01,10.96.129.124,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-redcar_01,10.96.20.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.20.32/27,10.160.254.64/27,10.161.254.64/27,10.162.254.64/27,10.163.254.64/27,10.164.254.64/27,10.165.254.64/27,10.166.254.64/27,10.167.254.64/27,,,
Ripon Unit 1,Y,RACECOURSE,TT,10.92.26.48,10.92.27.48,DYNAMIC,DYNAMIC,wh-r_rc-ripon_01,10.96.129.48,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-ripon_01,10.96.7.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.7.224/27,10.160.244.32/27,10.161.244.32/27,10.162.244.32/27,10.163.244.32/27,10.164.244.32/27,10.165.244.32/27,10.166.244.32/27,10.167.244.32/27,,,
Ripon Unit 2,Y,RACECOURSE,TT,10.92.26.49,10.92.27.49,DYNAMIC,DYNAMIC,wh-r_rc-ripon_02,10.96.129.49,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-ripon_02,10.96.8.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.8.0/27,10.160.244.64/27,10.161.244.64/27,10.162.244.64/27,10.163.244.64/27,10.164.244.64/27,10.165.244.64/27,10.166.244.64/27,10.167.244.64/27,,,
Ripon Unit 4,Y,RACECOURSE,TT,10.92.26.50,10.92.27.50,DYNAMIC,DYNAMIC,wh-r_rc-ripon_04,10.96.129.50,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-ripon_04,10.96.8.34,WS-C2960-24-S,"12.2(44)SE6, RELEASE SOFTWARE (fc1)",10.96.8.32/27,10.160.240.64/27,10.161.240.64/27,10.162.240.64/27,10.163.240.64/27,10.164.240.64/27,10.165.240.64/27,10.166.240.64/27,10.167.240.64/27,,,
Salisbury,Y,RACECOURSE,TT,10.92.26.125,10.92.27.125,DYNAMIC,DYNAMIC,wh-r_rc-salisbury_01,10.96.129.125,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-salisbury_01,10.96.20.66,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.20.64/27,10.160.254.96/27,10.161.254.96/27,10.162.254.96/27,10.163.254.96/27,10.164.254.96/27,10.165.254.96/27,10.166.254.96/27,10.167.254.96/27,,,
Sandown Park Unit 1,Y,RACECOURSE,TT,10.92.26.126,10.92.27.126,DYNAMIC,DYNAMIC,wh-r_rc-sandown_01,10.96.129.126,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-sandown_01,10.96.20.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.20.96/27,10.160.254.128/27,10.161.254.128/27,10.162.254.128/27,10.163.254.128/27,10.164.254.128/27,10.165.254.128/27,10.166.254.128/27,10.167.254.128/27,,,
Sandown Park Unit 2,Y,RACECOURSE,TT,10.92.26.127,10.92.27.127,DYNAMIC,DYNAMIC,wh-r_rc-sandown_02,10.96.129.127,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-sandown_02,10.96.20.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.20.128/27,10.160.254.160/27,10.161.254.160/27,10.162.254.160/27,10.163.254.160/27,10.164.254.160/27,10.165.254.160/27,10.166.254.160/27,10.167.254.160/27,,,
Sedgefield,Y,RACECOURSE,AR,10.92.26.166,10.92.27.166,10.114.219.0/24,92.207.244.35,wh-r_rc-sedgefield_01,10.96.129.166,N/A,Cisco 4321 ISR,"15.5(3)S6, RELEASE SOFTWARE (fc3)",wh-s_rc-sedgefield_01,10.96.25.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.25.224/27,10.160.226.224/27,10.161.226.224/27,10.162.226.224/27,10.163.226.224/27,10.164.226.224/27,10.165.226.224/27,10.166.226.224/27,10.167.226.224/27,,,
Southwell,Y,RACECOURSE,AR,10.92.26.167,10.92.27.167,10.115.219.5/24,92.207.244.69,wh-r_rc-southwell_01,10.96.129.167,N/A,Cisco 4321 ISR,,wh-s_rc-southwell_01,10.96.26.2,WS-C2960X-24PS-L,,10.96.26.0/27,10.160.227.0/27,10.161.227.0/27,10.162.227.0/27,10.163.227.0/27,10.164.227.0/27,10.165.227.0/27,10.166.227.0/27,10.167.227.0/27,,,
Stratford-On-Avon Unit 1,Y,RACECOURSE,TT,10.92.26.128,10.92.27.128,DYNAMIC,DYNAMIC,wh-r_rc-stratford_01,10.96.129.128,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-stratford_01,10.96.20.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.20.160/27,10.160.254.192/27,10.161.254.192/27,10.162.254.192/27,10.163.254.192/27,10.164.254.192/27,10.165.254.192/27,10.166.254.192/27,10.167.254.192/27,,,
Stratford-On-Avon Unit 2,Y,RACECOURSE,TT,10.92.26.129,10.92.27.129,DYNAMIC,DYNAMIC,wh-r_rc-stratford_02,10.96.129.129,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-stratford_02,10.96.20.194,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.20.192/27,10.160.254.224/27,10.161.254.224/27,10.162.254.224/27,10.163.254.224/27,10.164.254.224/27,10.165.254.224/27,10.166.254.224/27,10.167.254.224/27,,,
Taunton,Y,RACECOURSE,TT,10.92.26.130,10.92.27.130,DYNAMIC,DYNAMIC,wh-r_rc-taunton_01,10.96.129.130,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-taunton_01,10.96.20.226,WS-C2960X-24PS-L,"15.2(2)E3, RELEASE SOFTWARE (fc3)",10.96.20.224/27,10.160.255.0/27,10.161.255.0/27,10.162.255.0/27,10.163.255.0/27,10.164.255.0/27,10.165.255.0/27,10.166.255.0/27,10.167.255.0/27,,,
Thirsk Unit 1 Shrimp & Stirrup,Y,RACECOURSE,TT,10.92.26.10,10.92.27.10,DYNAMIC,DYNAMIC,wh-r_rc-thirsk_01,10.96.129.10,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-thirsk_01, 10.96.8.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)", 10.96.8.224/27,10.160.244.160/27,10.161.244.160/27,10.162.244.160/27,10.163.244.160/27,10.164.244.160/27,10.165.244.160/27,10.166.244.160/27,10.167.244.160/27,,,
Thirsk Unit 2,Y,RACECOURSE,TT,10.92.26.11,10.92.27.11,DYNAMIC,DYNAMIC,wh-r_rc-thirsk_02,10.96.129.11,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-thirsk_02, 10.96.9.2,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)", 10.96.9.0/27,10.160.244.192/27,10.161.244.192/27,10.162.244.192/27,10.163.244.192/27,10.164.244.192/27,10.165.244.192/27,10.166.244.192/27,10.167.244.192/27,,,
Uttoxeter Unit 1 Paddock,Y,RACECOURSE,AR,10.92.26.168,10.92.27.168,10.116.219.5/24,80.252.75.102,wh-r_rc-uttoxter_01,10.96.129.168,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-uttoxter_01,10.96.26.34,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.26.32/27,10.160.227.32/27,10.161.227.32/27,10.162.227.32/27,10.163.227.32/27,10.164.227.32/27,10.165.227.32/27,10.166.227.32/27,10.167.227.32/27,,,
Uttoxeter Unit 2 Premier,Y,RACECOURSE,AR,10.92.26.169,10.92.27.169,10.116.220.5/24,80.252.75.106,wh-r_rc-uttoxter_02,10.96.129.169,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-uttoxter_02,10.96.26.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.26.64/27,10.160.227.64/27,10.161.227.64/27,10.162.227.64/27,10.163.227.64/27,10.164.227.64/27,10.165.227.64/27,10.166.227.64/27,10.167.227.64/27,,,
Warwick,Y,RACECOURSE,TT,10.92.26.131,10.92.27.131,DYNAMIC,DYNAMIC,wh-r_rc-warwick_01,10.96.129.131,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-warwick_01,10.96.21.2,WS-C2960X-24PS-L,"15.0(2)EX5, RELEASE SOFTWARE (fc1)",10.96.21.0/27,10.160.255.32/27,10.161.255.32/27,10.162.255.32/27,10.163.255.32/27,10.164.255.32/27,10.165.255.32/27,10.166.255.32/27,10.167.255.32/27,,,
Wetherby Unit 1 Betting Shop,Y,RACECOURSE,TT,10.92.26.8,10.92.27.8,DYNAMIC,DYNAMIC,wh-r_rc-wetherby_01,10.96.129.8,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-wetherby_01, 10.96.8.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)", 10.96.8.160/27,10.160.244.96/27,10.161.244.96/27,10.162.244.96/27,10.163.244.96/27,10.164.244.96/27,10.165.244.96/27,10.166.244.96/27,10.167.244.96/27,,,
Wetherby Unit 2,Y,RACECOURSE,TT,10.92.26.9,10.92.7.9,DYNAMIC,DYNAMIC,wh-r_rc-wetherby_02,10.96.129.9,N/A,Cisco 4321 ISR,,wh-s_rc-wetherby_02, 10.96.8.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)", 10.96.8.192/27,10.160.244.128/27,10.161.244.128/27,10.162.244.128/27,10.163.244.128/27,10.164.244.128/27,10.165.244.128/27,10.166.244.128/27,10.167.244.128/27,,,
Wincanton,Y,RACECOURSE,TT,10.92.26.132,10.92.27.132,DYNAMIC,DYNAMIC,wh-r_rc-wincanton_01,10.96.129.132,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-wincanton_01,10.96.21.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.21.32/27,10.160.255.64/27,10.161.255.64/27,10.162.255.64/27,10.163.255.64/27,10.164.255.64/27,10.165.255.64/27,10.166.255.64/27,10.167.255.64/27,,,
Windsor,Y,RACECOURSE,AR,10.92.26.149,10.92.27.149,10.113.219.5/24,92.207.244.53,wh-r_rc-windsor_01,10.96.129.149,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-windsor_01,10.96.23.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.23.192/27,10.160.225.96/27,10.161.225.96/27,10.162.225.96/27,10.163.225.96/27,10.164.225.96/27,10.165.225.96/27,10.166.225.96/27,10.167.225.96/27,,,
Wolverhampton Unit 1 Ground Floor,Y,RACECOURSE,AR,10.92.26.200,10.92.27.200,10.117.219.5/24,195.162.101.42,wh-r_rc-wolverhampton_01,10.96.129.200,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-wolverhampton_01,10.96.29.130,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.29.128/27,10.160.229.224/27,10.161.229.224/27,10.162.229.224/27,10.163.229.224/27,10.164.229.224/27,10.165.229.224/27,10.166.229.224/27,10.167.229.224/27,,,
Wolverhampton Unit 3 Horizons,Y,RACECOURSE,AR,10.92.26.202,10.92.27.202,10.117.221.5/24,195.162.101.39,wh-r_rc-wolverhampton_03,10.96.129.202,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-wolverhampton_03,10.96.29.194,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.29.192/27,10.160.230.32/27,10.161.230.32/27,10.162.230.32/27,10.163.230.32/27,10.164.230.32/27,10.165.230.32/27,10.166.230.32/27,10.167.230.32/27,,,
Worcester,Y,RACECOURSE,AR,10.92.26.173,10.92.27.173,10.118.219.5/24,157.231.90.140,wh-r_rc-worcester_01,10.96.129.173,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-worcester_01,10.96.26.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.26.192/27,10.160.227.192/27,10.161.227.192/27,10.162.227.192/27,10.163.227.192/27,10.164.227.192/27,10.165.227.192/27,10.166.227.192/27,10.167.227.192/27,,,
Yarmouth,Y,RACECOURSE,AR,10.92.26.162,10.92.27.162,10.107.219.5/24,92.207.244.117,wh-r_rc-yarmouth_01,10.96.129.162,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-yarmouth_01,10.96.26.162,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.26.160/27,10.160.226.192/27,10.161.226.192/27,10.162.226.192/27,10.163.226.192/27,10.164.226.192/27,10.165.226.192/27,10.166.226.192/27,10.167.226.192/27,,,
York Unit 1 Centre Course,Y,RACECOURSE,TT,10.92.26.133,10.92.27.133,DYNAMIC,DYNAMIC,wh-r_rc-york_01,10.96.129.133,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_01,10.96.21.66,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.21.64/27,10.160.255.96/27,10.161.255.96/27,10.162.255.96/27,10.163.255.96/27,10.164.255.96/27,10.165.255.96/27,10.166.255.96/27,10.167.255.96/27,,,
York Unit 2 Ebor,Y,RACECOURSE,TT,10.92.26.134,10.92.27.134,DYNAMIC,DYNAMIC,wh-r_rc-york_02,10.96.129.134,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_02,10.96.21.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.21.96/27,10.160.255.128/27,10.161.255.128/27,10.162.255.128/27,10.163.255.128/27,10.164.255.128/27,10.165.255.128/27,10.166.255.128/27,10.167.255.128/27,,,
York Unit 3 Champagne Lawn,Y,RACECOURSE,TT,10.92.26.135,10.92.27.135,DYNAMIC,DYNAMIC,wh-r_rc-york_03,10.96.129.135,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_03,10.96.21.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.21.128/27,10.160.255.160/27,10.161.255.160/27,10.162.255.160/27,10.163.255.160/27,10.164.255.160/27,10.165.255.160/27,10.166.255.160/27,10.167.255.160/27,,,
York Unit 4 Members,Y,RACECOURSE,TT,10.92.26.136,10.92.27.136,DYNAMIC,DYNAMIC,wh-r_rc-york_04,10.96.129.136,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_04,10.96.21.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.21.160/27,10.160.255.192/27,10.161.255.192/27,10.162.255.192/27,10.163.255.192/27,10.164.255.192/27,10.165.255.192/27,10.166.255.192/27,10.167.255.192/27,,,
York Unit 5 Main Hall,Y,RACECOURSE,TT,10.92.26.137,10.92.27.137,DYNAMIC,DYNAMIC,wh-r_rc-york_05,10.96.129.137,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_05,10.96.23.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.23.64/26,10.160.224.0/27,10.161.224.0/27,10.162.224.0/27,10.163.224.0/27,10.164.224.0/27,10.165.224.0/27,10.166.224.0/27,10.167.224.0/27,,,
York Unit 6 Melrose,Y,RACECOURSE,TT,10.92.26.138,10.92.27.138,DYNAMIC,DYNAMIC,wh-r_rc-york_06,10.96.129.138,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_06,10.96.21.226,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.21.224/27,10.160.224.32/27,10.161.224.32/27,10.162.224.32/27,10.163.224.32/27,10.164.224.32/27,10.165.224.32/27,10.166.224.32/27,10.167.224.32/27,,,
York Unit 7 Theakstons Bar,Y,RACECOURSE,TT,10.92.26.139,10.92.27.139,DYNAMIC,DYNAMIC,wh-r_rc-york_07,10.96.129.139,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_07,10.96.22.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.22.0/27,10.160.224.64/27,10.161.224.64/27,10.162.224.64/27,10.163.224.64/27,10.164.224.64/27,10.165.224.64/27,10.166.224.64/27,10.167.224.64/27,,,
York Unit 8 Voltiguer,Y,RACECOURSE,TT,10.92.26.174,10.92.27.174,DYNAMIC,DYNAMIC,wh-r_rc-york_08,10.96.129.174,N/A,Cisco 4321 ISR,"16.5.1b, RELEASE SOFTWARE (fc1)",wh-s_rc-york_08,10.96.23.130,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.23.128/27,10.160.225.32/27,10.161.225.32/27,10.162.225.32/27,10.163.225.32/27,10.164.225.32/27,10.165.225.32/27,10.166.225.32/27,10.167.225.32/27,,,
York Unit 9 Roberto,Y,RACECOURSE,TT,10.92.26.199,10.92.27.199,DYNAMIC,DYNAMIC,wh-r_rc-york_09,10.96.129.199,N/A,Cisco 4321 ISR,,wh-s_rc-york_09,10.96.29.98,WS-C2960X-24PS-L,,10.96.29.96/27,10.160.230.64/27,10.161.230.64/27,10.162.230.64/27,10.163.230.64/27,10.164.230.64/27,10.165.230.64/27,10.166.230.64/27,10.167.230.64/27,,,
Cardiff City Concentrator 1,Y,STADIUM,Local,10.92.26.197,10.92.27.197,10.170.0.2/24,185.196.206.100,wh-r_sta-cardiff_ar01,10.96.129.197,192.168.255.1,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",N/A Concentrator,,,,,,,,,,,,,,,
Cardiff City Concentrator 2,Y,STADIUM,Local,10.92.26.198,10.92.27.198,10.170.0.3/24,212.250.119.212,wh-r_sta-cardiff_ar02,10.96.129.198,192.168.255.2,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",N/A Concentrator,,,,,,,,,,,,,,,
Cardiff City Stadium Unit 1,Y,STADIUM,Local,10.92.26.175,10.92.27.175,N/A,N/A,wh-r_sta-cardiff_ur01,10.96.129.175,192.168.255.3,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_sta-cardiff_us01,10.96.26.226,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.26.224/27,10.160.228.0/27,10.161.228.0/27,10.162.228.0/27,10.163.228.0/27,10.164.228.0/27,10.165.228.0/27,10.166.228.0/27,10.167.228.0/27,,,
Cardiff City Stadium Unit 2,Y,STADIUM,Local,10.92.26.176,10.92.27.176,N/A,N/A,wh-r_sta-cardiff_ur02,10.96.129.176,192.168.255.4,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_sta-cardiff_us02,10.96.27.2,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.27.0/27,10.160.228.32/27,10.161.228.32/27,10.162.228.32/27,10.163.228.32/27,10.164.228.32/27,10.165.228.32/27,10.166.228.32/27,10.167.228.32/27,,,
Cardiff City Stadium Unit 3,Y,STADIUM,Local,10.92.26.177,10.92.27.177,N/A,N/A,wh-r_sta-cardiff_ur03,10.96.129.177,192.168.255.5,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_sta-cardiff_us03,10.96.27.34,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.27.32/27,10.160.228.64/27,10.161.228.64/27,10.162.228.64/27,10.163.228.64/27,10.164.228.64/27,10.165.228.64/27,10.166.228.64/27,10.167.228.64/27,,,
Cardiff City Stadium Unit 4,Y,STADIUM,Local,10.92.26.178,10.92.27.178,N/A,N/A,wh-r_sta-cardiff_ur04,10.96.129.178,192.168.255.6,CISCO1941,"15.4(3)M3, RELEASE SOFTWARE (fc2)",wh-s_sta-cardiff_us04,10.96.27.66,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.27.64/27,10.160.228.96/27,10.161.228.96/27,10.162.228.96/27,10.163.228.96/27,10.164.228.96/27,10.165.228.96/27,10.166.228.96/27,10.167.228.96/27,,,
Cardiff City Stadium Unit 5,Y,STADIUM,Local,10.92.26.179,10.92.27.179,N/A,N/A,wh-r_sta-cardiff_ur05,10.96.129.179,192.168.255.7,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_sta-cardiff_us05,10.96.27.98,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.27.96/27,10.160.228.128/27,10.161.228.128/27,10.162.228.128/27,10.163.228.128/27,10.164.228.128/27,10.165.228.128/27,10.166.228.128/27,10.167.228.128/27,,,
Celtic Park Unit 2,Y,STADIUM,Local,10.92.26.74,10.92.27.74,192.168.16.84/22,82.0.87.84,wh-r_sta-celtic_02,10.96.129.74,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_celtic_02,10.96.10.226,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.10.224/27,10.160.245.0/27,10.161.245.0/27,10.162.245.0/27,10.163.245.0/27,10.164.245.0/27,10.165.245.0/27,10.166.245.0/27,10.167.245.0/27,,,
Celtic Park Unit 3,Y,STADIUM,Local,10.92.26.75,10.92.27.75,192.168.16.85/22,82.0.87.85,wh-r_sta-celtic_03,10.96.129.75,N/A,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_03,ÿ10.96.11.2,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.11.0/27,10.160.245.32/27,10.161.245.32/27,10.162.245.32/27,10.163.245.32/27,10.164.245.32/27,10.165.245.32/27,10.166.245.32/27,10.167.245.32/27,,,
Celtic Park Unit 4,Y,STADIUM,Local,10.92.26.76,10.92.27.76,192.168.16.86/22,82.0.87.86,wh-r_sta-celtic_04,10.96.129.76,N/A,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_04,10.96.11.34,WS-C2960X-24PS-L,"15.0(2)EX3, RELEASE SOFTWARE (fc1)",10.96.11.32/27,10.160.245.64/27,10.161.245.64/27,10.162.245.64/27,10.163.245.64/27,10.164.245.64/27,10.165.245.64/27,10.166.245.64/27,10.167.245.64/27,,,
Celtic Park Unit 5,Y,STADIUM,Local,10.92.26.77,10.92.27.77,192.168.16.87/22,82.0.87.87,wh-r_sta-celtic_05,10.96.129.77,N/A,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_05,ÿ10.96.11.66,WS-C2960X-24PS-L,"15.0(2a)EX5, RELEASE SOFTWARE (fc3)",10.96.11.64/27,10.160.245.96/27,10.161.245.96/27,10.162.245.96/27,10.163.245.96/27,10.164.245.96/27,10.165.245.96/27,10.166.245.96/27,10.167.245.96/27,,,
Celtic Park Unit 6,Y,STADIUM,Local,10.92.26.78,10.92.27.78,192.168.16.88/22,82.0.87.88,wh-r_sta-celtic_06,10.96.129.78,N/A, CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_06,10.96.11.98,WS-C2960X-24PS-L,"15.0(2)EX5, RELEASE SOFTWARE (fc1)",10.96.11.96/27,10.160.245.128/27,10.161.245.128/27,10.162.245.128/27,10.163.245.128/27,10.164.245.128/27,10.165.245.128/27,10.166.245.128/27,10.167.245.128/27,,,
Celtic Park Unit 7,Y,STADIUM,Local,10.92.26.79,10.92.27.79,192.168.16.89/22,82.0.87.89,wh-r_sta-celtic_07,10.96.129.79,N/A,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_07,ÿ10.96.11.130,WS-C2960X-24PS-L,"15.0(2)EX5, RELEASE SOFTWARE (fc1)",10.96.11.128/27,10.160.245.160/27,10.161.245.160/27,10.162.245.160/27,10.163.245.160/27,10.164.245.160/27,10.165.245.160/27,10.166.245.160/27,10.167.245.160/27,,,
Celtic Park Unit 9,Y,STADIUM,Local,10.92.26.81,10.92.27.81,192.168.16.91/22,82.0.87.91,wh-r_sta-celtic_09,10.96.129.81,N/A,Cisco 4321 ISR,"15.5(3)S4b, RELEASE SOFTWARE (fc1)",wh-s_celtic_09,ÿ10.96.11.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.11.192/27,10.160.245.224/27,10.161.245.224/27,10.162.245.224/27,10.163.245.224/27,10.164.245.224/27,10.165.245.224/27,10.166.245.224/27,10.167.245.224/27,,,
Celtic Park Hospitality Betting Area Unit 1,Y,STADIUM,Local,10.92.26.96,10.92.27.96,192.168.16.93/22,82.0.87.93,wh-r_sta-celtic_hba01,10.96.129.96,N/A,CISCO1941,"15.6(2)T1, RELEASE SOFTWARE (fc1)",wh-s_celtic_hba01, 10.96.13.162,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.13.160/27,10.160.247.192/27,10.161.247.192/27,10.162.247.192/27,10.163.247.192/27,10.164.247.192/27,10.165.247.192/27,10.166.247.192/27,10.167.247.192/27,,,
Celtic Park Hospitality Betting Area Unit 2,Y,STADIUM,Local,10.92.26.97,10.92.27.97,192.168.16.94/22,82.0.87.94,wh-r_sta-celtic_hba02,10.96.129.97,N/A,CISCO1941,"15.3(3)M6, RELEASE SOFTWARE (fc1)",wh-s_celtic_hba02, 10.96.13.194,WS-C2960X-24PS-L,"15.2(2)E6, RELEASE SOFTWARE (fc1)",10.96.13.192/27,10.160.247.224/27,10.161.247.224/27,10.162.247.224/27,10.163.247.224/27,10.164.247.224/27,10.165.247.224/27,10.166.247.224/27,10.167.247.224/27,,,
