admin-state,description,interface,ip-add,mac-address,nameif,netmask,security-level
up,,Port-channel21.3301,10.215.32.33,,non-cde-web-tier,255.255.255.224,100
up,,Port-channel21.3311,10.215.33.33,,non-cde-backoffice-tier,255.255.255.224,100
up,,Port-channel21.3431,10.215.74.1,,int-lb,255.255.254.0,100
up,,Port-channel21.3622,10.215.224.4,,pp3off-internal-vrf,255.255.255.224,100
