admin-state,description,interface,ip-add,mac-address,nameif,netmask,security-level
up,,Port-channel21.3800,10.216.32.1,,cde-web-tier,255.255.255.224,100
up,,Port-channel21.3801,10.216.32.33,,cde-backoffice,255.255.255.224,100
up,,Port-channel21.3802,10.216.32.65,,cde-app,255.255.255.224,100
up,,Port-channel21.3834,10.216.44.1,,int-lb,255.255.254.0,100
up,,Port-channel21.3862,10.216.52.1,,database,255.255.255.0,100
up,,Port-channel21.4071,10.216.160.36,,pp3on-internal-vrf,255.255.255.224,100
